"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","t_centrarchi","t_lynn","t_maritimum","t_mesophilum","t_ovolyticum","t_rebecca","t_soleae","t_sp47","Inference"
"pucB","","Purine catabolism protein PucB","1","1","1","132","5004","150","2228","","584","584","584","","ACNLJPHK_00323","","","","","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:O32146"
"pucA_1","","putative xanthine dehydrogenase subunit A","1","1","1","132","5005","150","2229","","1061","1061","1061","","ACNLJPHK_00324","","","","","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:O32147"
"group_4316","","hypothetical protein","1","1","1","132","5008","150","2232","","2774","2774","2774","","ACNLJPHK_00327","","","","","","","ab initio prediction:Prodigal:2.6"
"group_4318","dsbD_1","Thiol:disulfide interchange protein DsbD","1","1","1","132","5026","150","2339","","2000","2000","2000","","ACNLJPHK_00334","","","","","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q9JYM0"
"group_4321","anmK","Anhydro-N-acetylmuramic acid kinase","1","1","1","132","1059","150","6325","","1070","1070","1070","","ACNLJPHK_00341","","","","","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q8EHB5"
"group_4322","folC","Dihydrofolate synthase/folylpolyglutamate synthase","1","1","1","132","1072","150","6321","","1208","1208","1208","","ACNLJPHK_00346","","","","","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P08192"
"wbpA_1","","UDP-N-acetyl-D-glucosamine 6-dehydrogenase","1","1","1","132","1073","150","6322","","1280","1280","1280","","ACNLJPHK_00349","","","","","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:G3XD94"
"group_4324","wbpB","UDP-N-acetyl-2-amino-2-deoxy-D-glucuronate oxidase","1","1","1","132","1074","150","6323","","932","932","932","","ACNLJPHK_00350","","","","","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:G3XD23"
"group_4325","wzzE","ECA polysaccharide chain length modulation protein","1","1","1","132","1078","150","6342","","1085","1085","1085","","ACNLJPHK_00354","","","","","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0AG01"
"group_4326","","Putative acetyltransferase","1","1","1","132","1079","150","6341","","611","611","611","","ACNLJPHK_00355","","","","","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q5HCZ5"
"rfbX","","Putative O-antigen transporter","1","1","1","132","1080","150","6340","","1235","1235","1235","","ACNLJPHK_00357","","","","","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P37746"
"group_4328","","hypothetical protein","1","1","1","132","1081","150","6339","","1487","1487","1487","","ACNLJPHK_00358","","","","","","","ab initio prediction:Prodigal:2.6"
"siaA","","UDP-N-acetylglucosamine 2-epimerase","1","1","1","132","786","150","6357","","1127","1127","1127","","ACNLJPHK_00360","","","","","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:H2VFI5"
"neuA","","N-acylneuraminate cytidylyltransferase","1","1","1","132","785","150","6358","","674","674","674","","ACNLJPHK_00361","","","","","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0A4V0"
"epsG","","Transmembrane protein EpsG","1","1","1","132","784","150","6359","","1070","1070","1070","","ACNLJPHK_00362","","","","","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P71056"
"group_4332","","hypothetical protein","1","1","1","132","783","150","6360","","977","977","977","","ACNLJPHK_00363","","","","","","","ab initio prediction:Prodigal:2.6"
"pglJ","","N-acetylgalactosamine-N%2CN'-diacetylbacillosaminyl-diphospho-undecaprenol 4-alpha-N-acetylgalactosaminyltransferase","1","1","1","132","782","150","6361","","1202","1202","1202","","ACNLJPHK_00364","","","","","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q0P9C7"
"wbbD","","UDP-Gal:alpha-D-GlcNAc-diphosphoundecaprenol beta-1%2C3-galactosyltransferase","1","1","1","132","781","150","6362","","872","872","872","","ACNLJPHK_00366","","","","","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q03084"
"wecA","","UDP-N-acetylgalactosamine-undecaprenyl-phosphate N-acetylgalactosaminephosphotransferase","1","1","1","132","780","150","6363","","932","932","932","","ACNLJPHK_00367","","","","","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:B3FN88"
"group_4336","galE","UDP-glucose 4-epimerase","1","1","1","132","779","150","6364","","1010","1010","1010","","ACNLJPHK_00368","","","","","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P09147"
"rfbB","","dTDP-glucose 4%2C6-dehydratase","1","1","1","132","810","150","6367","","1046","1046","1046","","ACNLJPHK_00371","","","","","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P26391"
"yneA","","Cell division suppressor protein YneA","1","1","1","132","811","150","6368","","1835","1835","1835","","ACNLJPHK_00372","","","","","","","ab initio prediction:Prodigal:2.6,protein motif:HAMAP:MF_02014"
"murF","","UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase","1","1","1","132","808","150","6276","","1286","1286","1286","","ACNLJPHK_00378","","","","","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P11880"
"group_4340","","hypothetical protein","1","1","1","132","807","150","6277","","851","851","851","","ACNLJPHK_00379","","","","","","","ab initio prediction:Prodigal:2.6"
"group_4341","","hypothetical protein","1","1","1","132","1860","150","994","","329","329","329","","ACNLJPHK_00383","","","","","","","ab initio prediction:Prodigal:2.6"
"group_4342","","hypothetical protein","1","1","1","132","1861","150","995","","425","425","425","","ACNLJPHK_00384","","","","","","","ab initio prediction:Prodigal:2.6"
"group_4343","","hypothetical protein","1","1","1","132","1854","150","989","","833","833","833","","ACNLJPHK_00392","","","","","","","ab initio prediction:Prodigal:2.6"
"group_4344","","hypothetical protein","1","1","1","132","1855","150","988","","377","377","377","","ACNLJPHK_00393","","","","","","","ab initio prediction:Prodigal:2.6"
"group_4345","","hypothetical protein","1","1","1","132","2019","150","1131","","1235","1235","1235","","ACNLJPHK_00398","","","","","","","ab initio prediction:Prodigal:2.6"
"group_4346","","putative sensor-like histidine kinase","1","1","1","132","1852","150","985","","1607","1607","1607","","ACNLJPHK_00401","","","","","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q5HJF6"
"group_4347","mepS","Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase","1","1","1","132","1850","150","981","","554","554","554","","ACNLJPHK_00403","","","","","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0AFV4"
"group_4348","","hypothetical protein","1","1","1","132","1793","150","891","","515","515","515","","ACNLJPHK_00407","","","","","","","ab initio prediction:Prodigal:2.6"
"group_4349","","hypothetical protein","1","1","1","132","1792","150","894","","644","644","644","","ACNLJPHK_00409","","","","","","","ab initio prediction:Prodigal:2.6"
"group_4350","","hypothetical protein","1","1","1","132","1840","150","898","","311","311","311","","ACNLJPHK_00412","","","","","","","ab initio prediction:Prodigal:2.6"
"comEC","","ComE operon protein 3","1","1","1","132","1836","150","926","","2027","2027","2027","","ACNLJPHK_00418","","","","","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P39695"
"group_4352","","hypothetical protein","1","1","1","132","6014","150","354","","1760","1760","1760","","ACNLJPHK_00426","","","","","","","ab initio prediction:Prodigal:2.6"
"group_4353","","hypothetical protein","1","1","1","132","6013","150","350","","230","230","230","","ACNLJPHK_00428","","","","","","","ab initio prediction:Prodigal:2.6"
"group_4354","","hypothetical protein","1","1","1","132","6012","150","349","","440","440","440","","ACNLJPHK_00429","","","","","","","ab initio prediction:Prodigal:2.6"
"group_4355","","putative HTH-type transcriptional regulator","1","1","1","132","6011","150","348","","443","443","443","","ACNLJPHK_00430","","","","","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WME9"
"group_4356","","hypothetical protein","1","1","1","132","6023","150","339","","998","998","998","","ACNLJPHK_00437","","","","","","","ab initio prediction:Prodigal:2.6"
"group_4357","tqsA","AI-2 transport protein TqsA","1","1","1","132","6031","150","335","","1034","1034","1034","","ACNLJPHK_00440","","","","","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0AFS5"
"group_4358","","hypothetical protein","1","1","1","132","6036","150","307","","917","917","917","","ACNLJPHK_00444","","","","","","","ab initio prediction:Prodigal:2.6"
"group_4360","","hypothetical protein","1","1","1","132","6047","150","326","","884","884","884","","ACNLJPHK_00449","","","","","","","ab initio prediction:Prodigal:2.6"
"group_4361","","hypothetical protein","1","1","1","132","6046","150","325","","584","584","584","","ACNLJPHK_00450","","","","","","","ab initio prediction:Prodigal:2.6"
"group_4362","","hypothetical protein","1","1","1","132","6045","150","324","","1172","1172","1172","","ACNLJPHK_00451","","","","","","","ab initio prediction:Prodigal:2.6"
"group_4363","","hypothetical protein","1","1","1","132","6044","150","323","","287","287","287","","ACNLJPHK_00452","","","","","","","ab initio prediction:Prodigal:2.6"
"group_4364","","hypothetical protein","1","1","1","132","6043","150","322","","1229","1229","1229","","ACNLJPHK_00453","","","","","","","ab initio prediction:Prodigal:2.6"
"group_4365","","hypothetical protein","1","1","1","132","6042","150","321","","497","497","497","","ACNLJPHK_00454","","","","","","","ab initio prediction:Prodigal:2.6"
"group_4366","","hypothetical protein","1","1","1","132","7965","150","320","","434","434","434","","ACNLJPHK_00455","","","","","","","ab initio prediction:Prodigal:2.6"
"group_4367","","hypothetical protein","1","1","1","132","8336","150","7509","","167","167","167","","ACNLJPHK_00458","","","","","","","ab initio prediction:Prodigal:2.6"
"group_4368","","hypothetical protein","1","1","1","132","8337","150","7508","","149","149","149","","ACNLJPHK_00459","","","","","","","ab initio prediction:Prodigal:2.6"
"group_4369","","hypothetical protein","1","1","1","132","7948","150","6237","","215","215","215","","ACNLJPHK_00462","","","","","","","ab initio prediction:Prodigal:2.6"
"group_4370","aviRb_1","23S rRNA (uridine(2479)-2'-O)-methyltransferase","1","1","1","132","7821","150","6431","","734","734","734","","ACNLJPHK_00464","","","","","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q9F5K6"
"group_4371","dgk","Deoxyguanosine kinase","1","1","1","132","7815","150","6241","","1130","1130","1130","","ACNLJPHK_00470","","","","","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P37530"
"inlJ_1","","Internalin-J","1","1","1","132","7331","150","2391","","926","926","926","","ACNLJPHK_00475","","","","","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q8Y3L4"
"group_4374","","hypothetical protein","1","1","1","132","4803","150","2380","","1079","1079","1079","","ACNLJPHK_00480","","","","","","","ab initio prediction:Prodigal:2.6"
"azoR_1","","FMN-dependent NADH-azoreductase","1","1","1","132","4819","150","2441","","578","578","578","","ACNLJPHK_00482","","","","","","","ab initio prediction:Prodigal:2.6,protein motif:HAMAP:MF_01216"
"group_4376","","hypothetical protein","1","1","1","132","4822","150","2379","","380","380","380","","ACNLJPHK_00484","","","","","","","ab initio prediction:Prodigal:2.6"
"group_4377","","hypothetical protein","1","1","1","132","5053","150","2445","","665","665","665","","ACNLJPHK_00486","","","","","","","ab initio prediction:Prodigal:2.6"
"group_4378","","hypothetical protein","1","1","1","132","5054","150","2446","","659","659","659","","ACNLJPHK_00487","","","","","","","ab initio prediction:Prodigal:2.6"
"group_4379","","hypothetical protein","1","1","1","132","5055","150","2447","","584","584","584","","ACNLJPHK_00488","","","","","","","ab initio prediction:Prodigal:2.6"
"group_4380","","hypothetical protein","1","1","1","132","5056","150","2448","","407","407","407","","ACNLJPHK_00489","","","","","","","ab initio prediction:Prodigal:2.6"
"group_4381","","hypothetical protein","1","1","1","132","5124","150","2500","","779","779","779","","ACNLJPHK_00492","","","","","","","ab initio prediction:Prodigal:2.6"
"group_4382","","hypothetical protein","1","1","1","132","5125","150","2501","","332","332","332","","ACNLJPHK_00493","","","","","","","ab initio prediction:Prodigal:2.6"
"group_4383","","putative TonB-dependent receptor","1","1","1","132","5126","150","2502","","2261","2261","2261","","ACNLJPHK_00494","","","","","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q9JZN9"
"group_4386","czcB_1","Cobalt-zinc-cadmium resistance protein CzcB","1","1","1","132","5131","150","2025","","1124","1124","1124","","ACNLJPHK_00499","","","","","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P13510"
"czcA","","Cobalt-zinc-cadmium resistance protein CzcA","1","1","1","132","5130","150","2024","","4322","4322","4322","","ACNLJPHK_00500","","","","","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P13511"
"accB","","Biotin carboxyl carrier protein of acetyl-CoA carboxylase","1","1","1","132","6300","150","7206","","482","482","482","","ACNLJPHK_00506","","","","","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0ABD8"
"group_4390","waaA","3-deoxy-D-manno-octulosonic acid transferase","1","1","1","132","6157","150","7189","","1238","1238","1238","","ACNLJPHK_00508","","","","","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P44806"
"group_4391","","hypothetical protein","1","1","1","132","6156","150","7190","","560","560","560","","ACNLJPHK_00509","","","","","","","ab initio prediction:Prodigal:2.6"
"group_4392","","hypothetical protein","1","1","1","132","6284","150","7185","","566","566","566","","ACNLJPHK_00514","","","","","","","ab initio prediction:Prodigal:2.6"
"group_4396","acuR","Transcriptional regulator AcuR","1","1","1","132","6256","150","7077","","590","590","590","","ACNLJPHK_00525","","","","","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q3J6K8"
"group_4397","","hypothetical protein","1","1","1","132","6255","150","7078","","755","755","755","","ACNLJPHK_00526","","","","","","","ab initio prediction:Prodigal:2.6"
"group_4398","","hypothetical protein","1","1","1","132","6254","150","7079","","566","566","566","","ACNLJPHK_00527","","","","","","","ab initio prediction:Prodigal:2.6"
"group_4399","nadD","putative nicotinate-nucleotide adenylyltransferase","1","1","1","132","6241","150","7081","","584","584","584","","ACNLJPHK_00530","","","","","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:C3L5T6"
